iC=1 iDev=1;iC=1 iDev=1
-0.70001;4.87266E-08
-0.60001;5.39627E-08
-0.50001;5.94582E-08
-0.40001;6.55537E-08
-0.30001;7.18944E-08
-0.20001;7.88929E-08
-0.10001;8.58011E-08
-1E-05;9.30183E-08
0.09999;1.009452E-07
0.19999;1.10918E-07
0.29999;1.18349E-07
0.39999;1.26048E-07
0.49999;1.34359E-07
0.59999;1.42702E-07
0.69999;1.52654E-07
0.79999;1.63577E-07
0.89999;1.74714E-07
0.99999;1.86953E-07
1.09999;1.99431E-07
1.19999;2.12397E-07
1.29999;2.26695E-07
1.39999;2.41454E-07
1.49999;2.57302E-07
1.59999;2.74171E-07
1.69999;2.92528E-07
1.79999;3.12695E-07
1.89999;3.35158E-07
1.99999;3.60488E-07
2.09999;3.9778E-07
2.19999;4.29704E-07
2.29999;4.70391E-07
2.39999;5.18711E-07
2.49999;5.75806E-07
2.59999;6.43207E-07
2.69999;7.20929E-07
2.79999;8.08331E-07
2.89999;9.05283E-07
2.99999;1.01148E-06
3.09999;1.14127E-06
3.19999;1.25873E-06
3.29999;1.39308E-06
3.39999;1.54096E-06
3.49999;1.70191E-06
3.59999;1.87498E-06
3.69999;2.06205E-06
3.79999;2.26397E-06
3.89999;2.48202E-06
3.99999;2.7489E-06
4.09999;2.98333E-06
4.19999;3.24623E-06
4.29999;3.53235E-06
4.39999;3.83908E-06
4.49999;4.16457E-06
4.59999;4.51486E-06
4.69999;4.89328E-06
4.79999;5.29575E-06
4.89999;5.7203E-06
4.99999;6.17058E-06
5.09999;6.6539E-06
5.19999;7.164E-06
5.29999;7.70999E-06
5.39999;8.29114E-06
5.49999;8.91126E-06
5.59999;9.57216E-06
5.69999;1.026219E-05
5.79999;1.1104E-05
5.89999;1.19857E-05
5.99999;1.27201E-05
6.09999;1.35418E-05
6.19999;1.44357E-05
6.29999;1.53975E-05
6.39999;1.64008E-05
6.49999;1.74641E-05
6.59999;1.85948E-05
6.69999;1.97667E-05
6.79999;2.10088E-05
6.89999;2.2294E-05
6.99999;2.36446E-05
7.09999;2.50419E-05
7.19999;2.64995E-05
7.29999;2.80146E-05
7.39999;2.95809E-05
7.49999;3.11902E-05
7.59999;3.28611E-05
7.69999;3.45781E-05
7.79999;3.72516E-05
7.89999;3.8714E-05
7.99999;4.03986E-05
8.09999;4.22006E-05
8.19999;4.40833E-05
8.29999;4.60318E-05
8.39999;4.8032E-05
8.49999;5.00726E-05
8.59999;5.21618E-05
8.69999;5.42944E-05
8.79999;5.64627E-05
8.89999;5.86519E-05
8.99999;6.08668E-05
9.09999;6.31149E-05
9.19999;6.53877E-05
9.29999;6.76693E-05
9.39999;6.99782E-05
9.49999;7.23078E-05
9.59999;7.46455E-05
9.69999;7.8214E-05
9.79999;8.00984E-05
9.89999;8.22448E-05
9.99999;8.44849E-05
9.99999;8.5389E-05
9.9;8.46798E-05
9.8;8.34945E-05
9.7;8.20922E-05
9.6;8.05616E-05
9.5;7.89275E-05
9.4;7.72294E-05
9.3;7.54667E-05
9.2;7.36575E-05
9.1;7.18026E-05
9;6.99229E-05
8.9;6.80129E-05
8.8;6.60795E-05
8.7;6.41356E-05
8.6;6.21833E-05
8.5;6.02248E-05
8.4;5.77489E-05
8.3;5.60095E-05
8.2;5.41142E-05
8.1;5.21905E-05
8;5.02558E-05
7.9;4.834E-05
7.8;4.64196E-05
7.7;4.45148E-05
7.6;4.26417E-05
7.5;4.07883E-05
7.4;3.89641E-05
7.3;3.71804E-05
7.2;3.54284E-05
7.1;3.37047E-05
7;3.20281E-05
6.9;3.03826E-05
6.8;2.87797E-05
6.7;2.72248E-05
6.6;2.57103E-05
6.5;2.3808E-05
6.4;2.25695E-05
6.3;2.12885E-05
6.20001;2.00321E-05
6.1;1.88019E-05
6;1.76119E-05
5.9;1.64898E-05
5.8;1.54109E-05
5.7;1.43879E-05
5.6;1.34145E-05
5.5;1.24921E-05
5.4;1.16217E-05
5.3;1.08035E-05
5.2;1.00299E-05
5.1;9.2994E-06
5;8.58442E-06
4.9;7.96318E-06
4.8;7.37017E-06
4.7;6.8126E-06
4.6;6.15763E-06
4.5;5.72527E-06
4.4;5.29095E-06
4.3;4.87525E-06
4.2;4.48481E-06
4.1;4.1232E-06
4;3.78253E-06
3.9;3.46684E-06
3.8;3.17532E-06
3.7;2.90596E-06
3.6;2.65347E-06
3.5;2.42049E-06
3.4;2.20499E-06
3.3;2.00737E-06
3.2;1.8242E-06
3.1;1.65655E-06
3;1.50246E-06
2.9;1.36224E-06
2.8;1.23347E-06
2.7;1.08584E-06
2.6;9.9627E-07
2.5;9.0604E-07
2.40001;8.19068E-07
2.3;7.46112E-07
2.2;6.79834E-07
2.1;6.20081E-07
2;5.67503E-07
1.9;5.20969E-07
1.8;4.80445E-07
1.7;4.44338E-07
1.6;4.12806E-07
1.5;3.84887E-07
1.4;3.59787E-07
1.3;3.38078E-07
1.2;3.17464E-07
1.1;2.97277E-07
1;2.77584E-07
0.9;2.58941E-07
0.8;2.361E-07
0.7;2.22155E-07
0.6;2.06302E-07
0.5;1.91564E-07
0.4;1.77261E-07
0.3;1.63455E-07
0.2;1.50764E-07
0.1;1.38488E-07
0;1.27073E-07
-0.1;1.16621E-07
-0.2;1.06776E-07
-0.3;9.6994E-08
-0.4;8.8177E-08
-0.5;7.93862E-08
-0.6;7.20222E-08
-0.7;6.55341E-08
-0.8;5.91455E-08
-0.9;5.37797E-08
-1;4.82991E-08
-1.1;4.27222E-08
-1.2;3.83013E-08
-1.3;3.41549E-08
-1.4;3.02948E-08
-1.5;2.68192E-08
-1.6;2.3758E-08
-1.7;2.08255E-08
-1.8;1.82876E-08
-1.9;1.58435E-08
-2;1.36653E-08
-2.1;1.17177E-08
-2.2;1.00635E-08
-2.3;8.5322E-09
-2.4;7.11323E-09
-2.5;6.03095E-09
-2.6;4.97206E-09
-2.7;4.11217E-09
-2.8;3.33245E-09
-2.9;2.64527E-09
-3;2.00922E-09
-3.1;1.57135E-09
-3.2;1.20504E-09
-3.3;8.9683E-10
-3.4;6.556E-10
-3.5;4.6282E-10
-3.6;3.1793E-10
-3.7;2.0795E-10
-3.8;1.2716E-10
-3.9;7.251E-11
-4;3.938E-11
-4.1;1.965E-11
-4.2;9.66E-12
-4.3;5.22E-12
-4.4;3.15E-12
-4.5;2.75E-12
-4.6;2.11E-12
-4.7;2.35E-12
-4.8;2.02E-12
-4.9;2.16E-12
-5;1.44E-12
-5.1;2.62E-12
-5.2;1.98E-12
-5.3;1.84E-12
-5.4;1.83E-12
-5.5;2.33E-12
-5.6;2.08E-12
-5.7;2.12E-12
-5.8;1.91E-12
-5.9;2.16E-12
-6;2.28E-12
-6.1;2.06E-12
-6.2;2.22E-12
-6.3;1.92E-12
-6.4;1.72E-12
-6.5;2.33E-12
-6.6;2.22E-12
-6.7;2.18E-12
-6.8;2.45E-12
-6.9;2.1E-12
-7;1.52E-12
-7.1;1.75E-12
-7.2;2.26E-12
-7.3;2.07E-12
-7.4;2.2E-12
-7.5;1.94E-12
-7.6;2.14E-12
-7.7;1.84E-12
-7.8;2.29E-12
-7.9;1.74E-12
-8;1.84E-12
-8.1;2.12E-12
-8.2;1.67E-12
-8.3;2.08E-12
-8.4;1.54E-12
-8.5;2.01E-12
-8.6;2.43E-12
-8.7;1.82E-12
-8.8;1.69E-12
-8.9;1.83E-12
-9;2.24E-12
-9.09999;1.83E-12
-9.2;1.92E-12
-9.3;2.04E-12
-9.4;2.17E-12
-9.5;2.34E-12
-9.6;1.88E-12
-9.7;2.26E-12
-9.8;1.7E-12
-9.9;2.19E-12
-10;2.28E-12
