#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2_real
#Serial Number: SN:210321A1A021
#Date Time: 2021-05-20 12:59:33.568
#Trace: Trace 1
#Start: 0 Hz
#Stop: 20000 Hz
#BINs: 4097
#Rate: 40000 Hz
#Samples: 8192
#Channel: C1
#Type: Exponential RMS Average
#Weight: 50 
#Window: Flat Top
#Channel: C1
#Range: 5.50527 V
#Offset: -0.00024545 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.51558 V
#Offset: -6.09869e-05 V
#Attenuation: 1 X

Frequency (Hz),Trace 1 (dBV),Phase (deg)
815.4296875,-86.29280518106292,73.39060955768824
820.3125,-86.29608887051776,156.7001916117256
825.1953125,-86.34305930338564,98.23729190511206
830.078125,-86.62427511990649,86.79744735963754
834.9609375,-86.61281563279404,97.04174571084479
839.84375,-85.97532812887465,53.99925284753608
844.7265625,-85.40164378978558,48.10191406660241
849.609375,-85.29573448850165,38.41217674881219
854.4921875,-85.71851764650293,59.50649440430394
859.375,-86.05128281315561,120.6638478661275
864.2578125,-85.95212400917188,159.2712726359923
869.140625,-86.30093096292947,164.9683510950296
874.0234375,-86.70146843113116,154.9726030805204
878.90625,-86.70511639990431,133.3561515061497
883.7890625,-86.53926456175661,109.4962350553176
888.671875,-86.45266853667292,79.97987734008755
893.5546875,-86.21313660673904,160.5675295035519
898.4375,-86.29444144264755,42.61039887121321
903.3203125,-86.6071700459902,84.65273652965708
908.203125,-86.97399707950537,89.84375608584385
913.0859375,-86.94180956184398,90.98013147782864
917.96875,-86.9751534497963,86.61190172710532
922.8515625,-86.98795732831378,54.2239358976897
927.734375,-86.46660412928837,169.5740614131026
932.6171875,-85.88493235170505,146.1258216049374
937.5,-85.84980781298547,146.090733121823
942.3828125,-86.11680065577937,154.5966494654039
947.265625,-86.03066291321129,154.9286162470573
952.1484375,-85.80047219122082,132.7937980514974
957.03125,-85.70443735603916,87.66829299353002
961.9140625,-86.03748652839565,43.45424242667466
966.796875,-86.45874286684227,30.32577446616807
971.6796875,-86.59862302916579,60.22525902018568
976.5625,-86.91375762428947,129.2299191947305
981.4453125,-86.98703564219667,134.2860049238324
986.328125,-86.65738736826373,132.850142001475
991.2109375,-86.6937813225868,142.0534007986335
996.09375,-86.78528674396426,148.2092416652474
1000.9765625,-86.93008866031924,145.6318742396401
1005.859375,-86.79479904185317,154.6599407417931
1010.7421875,-86.63736135930721,3.591067548497164
1015.625,-86.52060639923342,4.0520963389021
1020.5078125,-86.54502281180682,6.459473890914925
1025.390625,-86.71576755686574,18.59535944354304
1030.2734375,-87.01276989753431,12.75311230837443
1035.15625,-87.38849520503152,170.5569173518484
1040.0390625,-86.83442655741267,148.2802048640775
1044.921875,-86.32414297434138,136.4479892569132
1049.8046875,-86.42090049111997,131.4644794614111
1054.6875,-86.48766876201414,133.4691727340286
1059.5703125,-86.49471273428952,136.2794972258262
1064.453125,-86.49164456596409,136.7146286160852
1069.3359375,-86.57878972772838,124.9888772164956
1074.21875,-86.44873907670359,111.6168575242135
1079.1015625,-86.45311665891263,86.61749652656931
1083.984375,-86.27777559517297,42.59069227189914
1088.8671875,-86.15428867903076,14.33701552595924
1093.75,-86.40149946960435,130.9661040161703
1098.6328125,-86.87563531830664,89.95903007207117
1103.515625,-86.95042936439341,76.45712520651702
1108.3984375,-86.92704162450352,68.21698800447871
1113.28125,-87.19296485741114,66.33668645323657
1118.1640625,-87.29552751596614,79.48216112029044
1123.046875,-87.17830241288551,116.4407159601645
1127.9296875,-87.2423356697155,170.9912566786882
1132.8125,-87.00709075765845,15.92333915447883
1137.6953125,-86.78965427471223,38.44794517462948
1142.578125,-86.39454243708299,62.91506300941717
1147.4609375,-86.34219536307101,88.61908248067358
1152.34375,-86.66288298950947,153.6173859227073
1157.2265625,-86.92096453692558,173.071019369377
1162.109375,-86.70270296554547,1.63090394594029
1166.9921875,-86.46434112184326,2.144938308001178
1171.875,-86.56067796705857,12.77032314181107
1176.7578125,-86.79758805348511,128.3382699255814
1181.640625,-86.78834766864968,148.1171963084275
1186.5234375,-86.90548360884682,155.0217189118115
1191.40625,-86.91001436603626,43.96897694154928
1196.2890625,-86.43696916327124,99.16852563896924
1201.171875,-86.16047919744275,119.2494431984392
1206.0546875,-85.9315479891676,125.8150405718985
1210.9375,-86.08284118973066,125.2831059060001
1215.8203125,-86.21834843649683,133.8896309320684
1220.703125,-86.12722823270202,144.2706380366615
1225.5859375,-86.17208002551736,133.9670843202979
1230.46875,-86.38882321069772,73.7449170549001
1235.3515625,-86.60553264357776,62.36515343899747
1240.234375,-85.84464698627649,22.85480089174163
1245.1171875,-85.17213108075634,5.882791359273353
1250,-85.29114613444722,170.7600391729104
1254.8828125,-85.48200650335701,173.1913504664606
1259.765625,-86.2435448976608,170.0779227221702
1264.6484375,-87.16612127328651,153.8434143194621
1269.53125,-86.77302666339115,146.9793128076734
1274.4140625,-86.27199225824712,154.6220218848658
1279.296875,-85.96515031926499,162.0842009745114
1284.1796875,-86.00695621944993,175.0546424156632
1289.0625,-85.9303701995633,3.573627335766834
1293.9453125,-85.91071329493103,177.3390803405778
1298.828125,-86.08770788937035,168.2705499367676
1303.7109375,-86.5219388375022,161.24969335817
1308.59375,-86.62783392687462,152.9815173334331
1313.4765625,-86.3139660118096,149.4940927454186
1318.359375,-85.78339418788991,150.2681978684596
1323.2421875,-85.84673943614844,149.7750093677259
1328.125,-86.14621914347703,147.481375780104
1333.0078125,-86.35828060881025,126.599317368538
1337.890625,-86.70377859448594,80.16454244005601
1342.7734375,-86.66101373111017,1.684597690756204
1347.65625,-86.28044006945504,145.1974496880342
1352.5390625,-86.30991322126603,126.5789943134946
1357.421875,-86.17232003559657,102.9385676714788
1362.3046875,-86.05546895245482,69.30566711918917
1367.1875,-86.13916167931376,15.3532731489043
1372.0703125,-86.02568203356634,164.6910885138259
1376.953125,-86.02097512950959,151.6629976438197
1381.8359375,-86.2971950470745,142.6837455369093
1386.71875,-86.50853962732256,151.1105042049305
1391.6015625,-86.68855149241553,13.62644663189971
1396.484375,-86.94222703777379,45.35917062641452
1401.3671875,-86.79398715230826,62.85743752397985
1406.25,-86.34829428188716,59.85305296487851
1411.1328125,-86.28247129885392,42.2201758815819
1416.015625,-86.31911304910476,174.938880996991
1420.8984375,-86.46341560982349,126.3136668354271
1425.78125,-85.92639008207061,128.4695779080211
1430.6640625,-85.80976235321526,128.8661370927214
1435.546875,-85.9702373932612,132.147731757185
1440.4296875,-86.31710227220431,76.79698078594915
1445.3125,-86.26592818378768,10.55925016718765
1450.1953125,-86.41098849999062,177.5042055154725
1455.078125,-86.53376996251845,176.9362727284206
1459.9609375,-86.49496412202311,25.58453969987702
1464.84375,-86.19978569519994,61.2413065641266
1469.7265625,-86.48615524519288,93.37101429657406
1474.609375,-86.67510008957996,83.35521869070358
1479.4921875,-86.38110112494007,66.77141124175049
1484.375,-86.34170688211978,62.83511306952688
1489.2578125,-86.00908359790566,56.68783483710199
1494.140625,-85.61550618902145,49.21762309768739
1499.0234375,-86.0613085323956,52.19710482161859
1503.90625,-86.03870818044099,59.80094461650133
1508.7890625,-86.26021546538347,28.40630606693084
1513.671875,-86.73408993061607,133.8658216155396
1518.5546875,-86.91319244361536,149.9597908045173
1523.4375,-87.14242542430681,159.534590958078
1528.3203125,-86.97461530280664,166.1006452568859
1533.203125,-86.43069942758831,22.88867256717424
1538.0859375,-86.17770254110367,58.17929757854971
1542.96875,-86.16905891284537,72.6841213350805
1547.8515625,-86.32351890758132,80.82544397068177
1552.734375,-86.75084812621478,88.08937503889403
1557.6171875,-86.93469053256567,114.3908315132057
1562.5,-86.7442136961683,142.4329388623651
1567.3828125,-86.29618065834249,158.2603396477048
1572.265625,-86.14128245661598,168.9296728643859
1577.1484375,-86.42562787570647,175.2918125678311
1582.03125,-86.04876023277937,176.7580945707987
1586.9140625,-85.80410460081445,163.8145154845737
1591.796875,-85.98652002496216,145.5908456929042
1596.6796875,-86.29482275389095,124.4808572536122
1601.5625,-86.33659364441866,93.25614317067306
1606.4453125,-86.50188784907157,72.39103868660028
1611.328125,-86.56371344718403,58.82543701424529
1616.2109375,-85.94003773726305,22.58929718216896
1621.09375,-85.75798540700993,162.8969388854904
1625.9765625,-85.83468507641646,124.6107052879951
1630.859375,-85.77909990890953,84.84503107997521
1635.7421875,-86.18170777966679,81.86757700439843
1640.625,-86.28122938926886,64.62665371637689
1645.5078125,-86.33559924053162,63.33017544973839
1650.390625,-86.48440441469675,55.89874035306099
1655.2734375,-86.55548235715911,70.67118867294936
1660.15625,-86.48451231164177,66.98015197991673
1665.0390625,-86.46820921728319,63.48123119425327
1669.921875,-86.78345798277655,69.62540065153316
1674.8046875,-87.53302031292533,39.1559365909299
1679.6875,-87.41671906880725,114.2790768865953
1684.5703125,-87.08868714143279,98.61689045774722
1689.453125,-86.86153113185058,94.52039765692156
1694.3359375,-86.75140373311993,94.8771030055039
1699.21875,-86.45920139405591,91.45638062393485
1704.1015625,-86.59699798188262,50.26797525127311
1708.984375,-86.9173165077149,157.7034588762697
1713.8671875,-86.68256285720582,137.5909070458067
1718.75,-86.52189030062499,153.7332775839027
1723.6328125,-86.44701207308147,104.2107965909191
1728.515625,-86.23458880126793,125.6321514141544
1733.3984375,-86.06567088848314,135.2083726116655
1738.28125,-86.41263213536502,155.120852957123
1743.1640625,-86.40690531066959,171.1206544137355
1748.046875,-85.83156123353048,3.641218076564228
1752.9296875,-85.4516339805823,12.29408419485222
1757.8125,-85.46298363153348,7.914472621494186
1762.6953125,-85.83031119333101,4.41758146186362
1767.578125,-86.29729877725151,17.81334479738046
1772.4609375,-86.81101614456786,39.51393123155523
1777.34375,-87.0737668551709,57.89403332514554
1782.2265625,-86.94963055123762,108.6024628672591
1787.109375,-86.95010397956838,149.7032387760535
1791.9921875,-86.74658608919655,156.3048534035756
1796.875,-86.84216857475062,143.8787839643629
1801.7578125,-86.82515190285082,123.7115173928784
1806.640625,-86.53367711566597,100.9512249047163
1811.5234375,-86.439028910586,73.67563963176011
1816.40625,-86.38629855201276,131.7153944144906
1821.2890625,-86.82346111964669,105.4066428435107
1826.171875,-87.00082865505969,97.10033474227346
1831.0546875,-87.09166164041399,111.0142936917576
1835.9375,-87.19447063600398,0.6007320597454918
1840.8203125,-86.8553727402639,49.02877323115947
1845.703125,-86.60423368107553,26.19370219324032
1850.5859375,-86.38902254800126,35.22464908557278
1855.46875,-86.62953209608014,70.66894715554865
1860.3515625,-86.99783162390899,63.97545678739479
1865.234375,-87.25215872757197,75.41820072750498
1870.1171875,-87.18279867407581,82.86766946871565
1875,-86.91881483535812,77.57059721219238
1879.8828125,-86.60797818585537,84.75956380183038
1884.765625,-86.64456230293985,99.44443721916431
1889.6484375,-86.74609217918984,108.5488409868287
1894.53125,-86.62512988239216,111.071714614469
1899.4140625,-86.41479846169618,114.5452985826736
1904.296875,-86.19079431061367,125.2835997542869
1909.1796875,-86.45039799348419,138.5751426379429
1914.0625,-86.65309556614477,149.0650301997464
1918.9453125,-86.87761259811879,156.5203288797764
1923.828125,-86.86701499971464,165.1199876045949
1928.7109375,-87.15384212835306,3.561732336462415
1933.59375,-87.39955886498521,32.73734681586506
1938.4765625,-86.72675557359698,50.87617731724147
1943.359375,-85.9475077823576,63.44245718556757
1948.2421875,-85.77543114505264,72.1020391461637
1953.125,-86.05937615309335,75.72518524228228
1958.0078125,-86.34744578854071,87.51262280908048
1962.890625,-86.45197360016678,106.2758116767275
1967.7734375,-86.35202716534386,115.5807207503046
1972.65625,-86.55185547180852,115.1847414596668
1977.5390625,-86.84222479872341,113.586651138804
1982.421875,-86.934041117633,121.5944370811794
1987.3046875,-86.90980073681177,128.3170212715683
1992.1875,-86.97637092927059,131.6951347630563
1997.0703125,-86.95406119429347,141.509218940183
2001.953125,-86.81925734164531,146.1402315156888
2006.8359375,-86.615287087358,148.6346951435283
2011.71875,-86.71610550904614,161.7417100764878
2016.6015625,-86.44779957143717,175.5288659813399
2021.484375,-85.98016825739107,177.9194533289713
2026.3671875,-86.00141821652704,166.8569547272707
2031.25,-85.86449431634504,172.0393033594821
2036.1328125,-85.69242065259749,160.5248407575119
2041.015625,-85.89872533904187,163.4873124351226
2045.8984375,-86.3566119118459,157.0490149693712
2050.78125,-86.77323401190208,123.822748021576
2055.6640625,-86.89744728699037,64.21022778921143
2060.546875,-86.99400995746001,167.7740235173074
2065.4296875,-87.30859605442852,140.8284011371396
2070.3125,-87.37942890422319,124.4147123522162
2075.1953125,-87.27518334582845,112.5448099649975
2080.078125,-87.38916229105349,99.85038081700522
2084.9609375,-87.17298219134763,81.78350500125016
2089.84375,-86.86437904720654,15.09700319606469
2094.7265625,-86.40734575243746,3.675168838801277
2099.609375,-86.45842906150529,149.5745515090485
2104.4921875,-86.69084152379496,130.7546460190619
2109.375,-86.65223149294187,133.5171755401263
2114.2578125,-86.64124603031243,133.3411740863117
2119.140625,-86.76852858874339,133.5068350501166
2124.0234375,-86.61854875385659,94.34586888646915
2128.90625,-86.56872847218126,82.40202177625524
2133.7890625,-86.60931588384356,89.29216062546298
2138.671875,-86.81406413991375,94.50489007479091
2143.5546875,-86.9775281269059,102.5606372783233
2148.4375,-87.22797866456973,123.5700728959028
2153.3203125,-87.25250832144019,161.4090335012231
2158.203125,-86.7890812499412,176.9849835298678
2163.0859375,-86.31167745639968,171.5609791609469
2167.96875,-86.28294647398116,160.8093753727142
2172.8515625,-86.44692964156508,141.4646367751647
2177.734375,-86.32162749878093,60.91054353786061
2182.6171875,-86.43177130719297,20.96638569742519
2187.5,-86.699351176813,139.7703916896632
2192.3828125,-86.82158950019212,99.61951283103288
2197.265625,-86.63566061111038,12.05892660483333
2202.1484375,-86.43953005391204,166.0476229715254
2207.03125,-86.42379676956546,122.2226056669625
2211.9140625,-86.68093624721968,84.78170888564242
2216.796875,-87.02711776720582,61.19515843183394
2221.6796875,-87.32629118958245,16.22659220047798
2226.5625,-87.28788646670607,151.2603470027915
2231.4453125,-86.81386458616549,126.4526074343608
2236.328125,-86.46838893380973,124.2958541339719
2241.2109375,-86.5542753959468,13.82329877569179
2246.09375,-86.48350697144564,57.34041136377893
2250.9765625,-86.69240805472398,60.4471976085612
2255.859375,-86.64310610001606,56.07359745130259
2260.7421875,-86.80488370184725,58.75378202459871
2265.625,-86.90318269969677,121.5461596740029
2270.5078125,-86.74516959950871,14.34825178494036
2275.390625,-86.73174763081492,40.50428851637069
2280.2734375,-86.85659881987307,51.39781684833678
2285.15625,-86.6374088645339,60.48142693473366
2290.0390625,-86.37577872940163,64.12274494798227
2294.921875,-86.14889696625866,74.05578516168002
2299.8046875,-85.78318212533449,82.97508000086447
2304.6875,-85.79094880646075,91.1811110644408
2309.5703125,-86.37082426010041,93.64209481709027
2314.453125,-86.76013532851607,72.28732508429441
2319.3359375,-87.02820372369516,81.29148768706017
2324.21875,-86.68897854550386,62.99368185305594
2329.1015625,-86.70057105753293,58.59611122612525
2333.984375,-86.7974472826505,72.80325280876096
2338.8671875,-87.11630667088919,77.57208414043431
2343.75,-86.88654530674619,59.3237934504724
2348.6328125,-86.848405302477,15.17065994156923
2353.515625,-87.19377499536674,137.4983814822142
2358.3984375,-87.01565854544342,130.0514354160289
2363.28125,-87.05277023343648,163.5973470355518
2368.1640625,-87.10645494680882,101.9054024426386
2373.046875,-87.11391785914317,108.7798118297386
2377.9296875,-86.51045682387877,75.33027316346336
2382.8125,-85.77597665366291,148.0749618716629
2387.6953125,-85.29043305830754,140.6156113886555
2392.578125,-85.39139799441904,132.5486399683971
2397.4609375,-85.91349812197416,130.9756027223264
2402.34375,-86.32155363736798,12.4610862977155
2407.2265625,-86.20212552682207,155.7426875541573
2412.109375,-86.12075203732905,147.0244990416056
2416.9921875,-86.55743556441658,123.3242177730356
2421.875,-86.83455287407428,102.9379003018297
2426.7578125,-87.09878124852824,97.87072608813769
2431.640625,-87.11075557805357,81.78568086558042
2436.5234375,-87.43440081833143,67.81514440963171
2441.40625,-87.61836974499298,75.75585852275802
2446.2890625,-87.00105226756261,74.25177755536771
2451.171875,-86.78943694871215,58.45256460709475
2456.0546875,-86.88761099522138,43.53731203625401
2460.9375,-86.86692109213021,88.06163823307688
2465.8203125,-86.27274903269715,72.26701172347515
2470.703125,-85.95595519449958,69.72417010032687
2475.5859375,-85.46884240305616,66.65601462052636
2480.46875,-85.36938929181062,73.27992727612717
2485.3515625,-85.87901871042965,92.79647713917132
2490.234375,-86.63567991312739,105.7952536757887
2495.1171875,-86.78314004976284,105.3166033086479
2500,-86.65889108012642,94.33511325014788
2504.8828125,-86.85563171856322,73.38070892539103
2509.765625,-86.71560087065888,53.47213626595942
2514.6484375,-86.83911080918409,35.5078073885324
2519.53125,-86.82576738674081,0.6581447475907275
2524.4140625,-86.81965345845043,149.6612801992662
2529.296875,-87.03857500250281,139.2731004661523
2534.1796875,-87.11496975961823,133.9018554127619
2539.0625,-87.7014303194118,135.1394951584059
2543.9453125,-88.05348040576477,138.6546249447403
2548.828125,-87.6713103940112,128.9760294835069
2553.7109375,-86.81226380335154,114.9764345185766
2558.59375,-86.48327047113352,110.7030181757824
2563.4765625,-86.4072122195352,90.35221788638422
2568.359375,-86.51470824498459,85.74823306516981
2573.2421875,-86.56704558071911,83.11880236941542
2578.125,-86.30765744459735,88.24938545900436
2583.0078125,-86.18438717848304,105.166589710118
2587.890625,-86.59841911261479,122.9129010288108
2592.7734375,-86.84591225674754,151.2713022646364
2597.65625,-86.88990183399073,5.389894844033593
2602.5390625,-86.65740838541474,26.89909253374998
2607.421875,-86.28577294548427,42.8777280000154
2612.3046875,-86.01423115172061,57.40765549977878
2617.1875,-86.09511689113654,66.02148995441151
2622.0703125,-86.52633253850708,64.32138519688415
2626.953125,-86.54084732975977,59.32887680334812
2631.8359375,-86.00880315068198,56.10463865526425
2636.71875,-86.02861347414573,47.0852918799515
2641.6015625,-86.11983561897574,35.72117081411199
2646.484375,-86.28583090014314,112.4036364967916
2651.3671875,-86.20801549300509,81.06980423331703
2656.25,-86.30691597007286,77.10169471957494
2661.1328125,-86.57493717536026,74.54217216330416
2666.015625,-86.82285420094324,58.58783745850817
2670.8984375,-87.11729698000413,144.7767728767127
2675.78125,-87.20298307521199,94.0986923777634
2680.6640625,-87.36728821344668,87.25863772801901
2685.546875,-87.27088730308481,77.56521605886383
2690.4296875,-86.9872789812856,59.36215797726426
2695.3125,-86.57175842285216,52.08505540227728
2700.1953125,-86.62136250824965,54.58530581622341
2705.078125,-86.70677803037903,54.56440933822621
2709.9609375,-86.76302333265056,69.43584705937678
2714.84375,-86.62896027938997,88.14051021042599
2719.7265625,-86.65093608793995,95.88021449072282
2724.609375,-86.5393772126219,113.1041723494251
2729.4921875,-86.3298812491535,129.4532236920822
2734.375,-86.56031250851795,120.457821320096
2739.2578125,-86.88686659271019,98.77676217954982
2744.140625,-87.1768395836562,71.34973170017354
2749.0234375,-87.21569175641721,29.82581002613548
2753.90625,-86.64253958443143,11.57105498258519
2758.7890625,-86.43425487737937,12.45306758295527
2763.671875,-86.26268083208973,31.86980341958904
2768.5546875,-86.32670933827286,120.9605104913323
2773.4375,-86.68089863202897,141.1370470085019
