#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2_real
#Serial Number: SN:210321A1A021
#Date Time: 2021-05-20 13:03:21.815
#Trace: Trace 1
#Start: 0 Hz
#Stop: 20000 Hz
#BINs: 4097
#Rate: 40000 Hz
#Samples: 8192
#Channel: C1
#Type: Exponential RMS Average
#Weight: 150 
#Window: Flat Top
#Channel: C1
#Range: 5.50527 V
#Offset: -0.00024545 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.51558 V
#Offset: -6.09869e-05 V
#Attenuation: 1 X

Frequency (Hz),Trace 1 (dBV),Phase (deg)
0,-70.7066156094245,0
4.8828125,-70.42825936845693,1.247754628297024
9.765625,-71.23958690545405,178.7581856775759
14.6484375,-72.45321265107506,7.527014997479747
19.53125,-72.97411417144164,27.50921606701676
24.4140625,-73.85738615185834,34.7048168494495
29.296875,-74.28943387137835,32.26032996161543
34.1796875,-73.66676560229935,144.2022502485389
39.0625,-67.73545776627783,117.3597143957582
43.9453125,-63.73604458488018,115.1849737749397
48.828125,-63.18635619681639,112.3319302289223
53.7109375,-63.37262041209264,108.7734857446176
58.59375,-65.51629236102377,104.8075005459805
63.4765625,-72.09599199452241,70.73813086439091
68.359375,-76.4192063719847,3.357992607185464
73.2421875,-76.87558974933876,1.325261976534909
78.125,-76.89845843109966,175.7371879926512
83.0078125,-76.60031123489688,10.89451839358094
87.890625,-71.02705182791932,110.0248743846225
92.7734375,-65.70146389171458,123.0107327085148
97.65625,-64.51902496816227,126.162757196509
102.5390625,-64.57074879341651,126.4573858750783
107.421875,-65.88371050844481,125.2014918042664
112.3046875,-70.93948484883633,125.2109316058824
117.1875,-75.05406233331153,121.892464461537
122.0703125,-75.2593876688175,157.0894749046324
126.953125,-75.17884985204692,52.19509708699442
131.8359375,-75.0418556530519,79.93175984711903
136.71875,-75.24882383781751,74.6110436249548
141.6015625,-75.2564678551512,56.05444259494907
146.484375,-75.26951730647166,43.95083753554168
151.3671875,-75.39159227278307,43.86986731681488
156.25,-75.23146396513116,39.86398710337516
161.1328125,-75.31858213644972,31.22524016812778
166.015625,-75.59929865175037,14.83952223453037
170.8984375,-75.79182131349819,143.822139892398
175.78125,-76.29424801386705,98.43546693205695
180.6640625,-76.79528746977708,91.96773027736863
185.546875,-76.7218695906831,133.9441135769386
190.4296875,-73.33569409241251,153.7730759673325
195.3125,-71.08380226985189,149.6883876846334
200.1953125,-70.80884621206773,142.1218146667834
205.078125,-71.01626899251744,140.0110390174132
209.9609375,-73.64291387864948,133.5047856899653
214.84375,-77.36246153636905,119.3326934981979
219.7265625,-77.61998658756406,109.1879064885443
224.609375,-77.33635332970283,12.28313013644681
229.4921875,-77.11760760396542,123.6922147341231
234.375,-77.22788841623782,96.22254605249039
239.2578125,-76.6968686735182,67.77100313645532
244.140625,-75.49776122156689,43.82884336202132
249.0234375,-75.25187245963737,28.6254093130451
253.90625,-75.20388840941695,1.527814451779411
